目录ID,目录名称,剂型,规格,生产企业,2017 4th price,2017 4th 目录类,2017 4th 报名企业家数,2017 3rd,2017 3rd price,2017 3rd 目录类,2017 3rd 报名企业家数,2017 2nd,2017 2nd price,2017 2nd 目录类,2017 2nd 报名企业家数,2017 1st,2017 1st price,2017 1st目录类,2017 1st报名企业家数,4th vs 1st,4th vs 1st %
4697,七厘-胶囊剂-每粒装0.5g,胶囊剂,每粒装0.5g,华颐药业有限公司,1.5336,其他基本药物,2,Y,1.5336,其他基本药物,2,Y,1.5336,其他基本药物,2,Y,1.5336,其他基本药物,2,0,0.00%
4700,七叶皂苷-注射用无菌粉末-10mg,注射用无菌粉末,10mg,湖南一格制药有限公司,3.5,其他基本药物,10,Y,3.75,其他基本药物,10,Y,3.75,其他基本药物,10,Y,3.73,其他基本药物,10,-0.23,-6.17%
4701,七叶皂苷-注射用无菌粉末-15mg,注射用无菌粉末,15mg,无锡凯夫制药有限公司,11.3,其他基本药物,2,Y,11.3,其他基本药物,2,Y,11.3,其他基本药物,2,Y,11.59,其他基本药物,2,-0.29,-2.50%
4702,芪参-胶囊剂-每粒装0.3g,胶囊剂,每粒装0.3g,上海凯宝新谊（新乡）药业有限公司,1.4192,其他基本药物,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4703,芪参益气-滴丸剂-每袋(支)装0.5g,滴丸剂,每袋(支)装0.5g,天士力制药集团股份有限公司,2.442,其他基本药物,1,Y,2.442,其他基本药物,1,Y,2.442,其他基本药物,1,Y,2.4867,其他基本药物,1,-0.0447,-1.80%
4707,气滞胃痛-胶囊剂-每粒装0.32g(相当于原药材2g),胶囊剂,每粒装0.32g(相当于原药材2g),广东世信药业有限公司,0.4576,其他基本药物,1,Y,0.4576,其他基本药物,1,Y,0.4576,其他基本药物,1,Y,0.4576,其他基本药物,1,0,0.00%
4709,气滞胃痛-颗粒剂-每袋装2.5g 无糖型,颗粒剂,每袋装2.5g,辽宁华润本溪三药有限公司,1.7,其他基本药物,1,Y,1.7,其他基本药物,1,Y,1.7,其他基本药物,1,Y,1.7,其他基本药物,1,0,0.00%
4710,气滞胃痛-颗粒剂-每袋装5g,颗粒剂,每袋装5g,辽宁华润本溪三药有限公司,1.68,其他基本药物,1,Y,1.68,其他基本药物,1,Y,1.68,其他基本药物,1,Y,1.68,其他基本药物,1,0,0.00%
4715,前列舒乐-颗粒剂-4g,颗粒剂,4g,贵州关德兴宝芝林药业有限公司,1.9481,其他基本药物,1,Y,1.9481,其他基本药物,1,Y,1.9481,其他基本药物,1,Y,1.9481,其他基本药物,1,0,0.00%
4717,前列舒乐-片剂-0.5g,片剂,0.5g,陕西金象制药有限公司,0.5501,其他基本药物,4,Y,0.5501,其他基本药物,4,Y,0.55,其他基本药物,4,Y,0.5165,其他基本药物,4,0.0336,6.51%
4718,前列舒通-胶囊剂-每粒装0.4g,胶囊剂,每粒装0.4g,保定天浩制药有限公司,1.1816,其他基本药物,2,Y,1.1816,其他基本药物,2,Y,1.1816,其他基本药物,2,Y,1.1816,其他基本药物,1,0,0.00%
4723,茜芷-胶囊剂-每粒装0.4g,胶囊剂,每粒装0.4g,甘肃扶正药业科技股份有限公司,0.8,其他基本药物,2,Y,0.8,其他基本药物,2,Y,0.8,其他基本药物,2,Y,0.8,其他基本药物,2,0,0.00%
4730,羟基脲-片剂-0.5g,片剂,0.5g,齐鲁制药有限公司,0.47,其他基本药物,3,Y,0.47,其他基本药物,3,Y,0.45,其他基本药物,2,Y,0.447,其他基本药物,2,0.023,5.15%
4731,羟乙基淀粉130/0.4-氯化钠注射液-250ml:15g 玻璃瓶,氯化钠注射液,250ml:15g,辽宁海神联盛制药有限公司,21.68,其他基本药物,5,Y,19.78,其他基本药物,5,Y,19.78,其他基本药物,5,Y,19.78,其他基本药物,5,1.9,9.61%
4732,羟乙基淀粉130/0.4-氯化钠注射液-500ml:30g 玻璃瓶,氯化钠注射液,500ml:30g,辽宁海神联盛制药有限公司,31.68,其他基本药物,8,Y,29.78,其他基本药物,8,Y,29.78,其他基本药物,8,Y,29.78,其他基本药物,8,1.9,6.38%
4733,芩连-丸剂-每袋装1.8g,丸剂,每袋装1.8g,四川旭华制药有限公司,2.41,其他基本药物,2,Y,2.41,其他基本药物,2,Y,2.41,其他基本药物,2,Y,2.41,其他基本药物,2,0,0.00%
4734,芩连-胶囊剂-每粒装0.44g,胶囊剂,每粒装0.44g,成都迪康药业有限公司,0.4756,其他基本药物,2,Y,0.4756,其他基本药物,2,Y,0.4756,其他基本药物,2,Y,0.4756,其他基本药物,2,0,0.00%
4740,青霉素-(钠盐)注射用无菌粉末-0.48g(80万单位),(钠盐)注射用无菌粉末,0.48g(80万单位),西南药业股份有限公司,0.279,其他基本药物,13,Y,0.2796,其他基本药物,13,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
4741,青霉素-(钠盐)注射用无菌粉末-0.96g(160万单位),(钠盐)注射用无菌粉末,0.96g(160万单位),河南新乡华星药厂,0.45,其他基本药物,12,Y,0.44,其他基本药物,12,Y,0.43,其他基本药物,12,Y,0.43,其他基本药物,12,0.02,4.65%
4747,氢化可的松-(琥珀酸钠)注射用无菌粉末-50mg,(琥珀酸钠)注射用无菌粉末,50mg,天津生物化学制药有限公司,4.86,其他基本药物,5,Y,4.86,其他基本药物,5,Y,4.86,其他基本药物,5,Y,5.35,其他基本药物,5,-0.49,-9.16%
4748,氢化可的松-(琥珀酸钠)注射用无菌粉末-100mg,(琥珀酸钠)注射用无菌粉末,100mg,天津生物化学制药有限公司,8.27,其他基本药物,3,Y,8.27,其他基本药物,3,Y,8.27,其他基本药物,3,N,#N/A,#N/A,#N/A,#N/A,#N/A
4749,清开灵-颗粒剂-每袋装3g(含黄芩苷20mg),颗粒剂,每袋装3g(含黄芩苷20mg),哈尔滨一洲制药有限公司,1.1716,其他基本药物,5,Y,1.1716,其他基本药物,5,Y,1.1716,其他基本药物,5,Y,1.1716,其他基本药物,5,0,0.00%
4750,清开灵-胶囊剂-每粒装0.25g(含黄芩苷10mg),胶囊剂,每粒装0.25g(含黄芩苷10mg),广州白云山明兴制药有限公司,0.4423,其他基本药物,4,Y,0.4423,其他基本药物,4,Y,0.4423,其他基本药物,4,Y,0.4423,其他基本药物,4,0,0.00%
4751,清开灵-片剂-每片重0.5g(含黄芩苷20mg),片剂,每片重0.5g(含黄芩苷20mg),哈尔滨圣泰生物制药有限公司,0.47,其他基本药物,6,Y,0.472,其他基本药物,6,Y,0.48,其他基本药物,6,Y,0.4896,其他基本药物,6,-0.0196,-4.00%
4753,清开灵-注射液-每支装10ml,注射液,每支装10ml,吉林省集安益盛药业股份有限公司,1.02,其他基本药物,7,Y,1.02,其他基本药物,7,Y,1.02,其他基本药物,7,N,#N/A,#N/A,#N/A,#N/A,#N/A
4754,清开灵-合剂(含口服液)-10ml,合剂(含口服液),10ml,山西太行药业股份有限公司,1.0717,其他基本药物,6,Y,1.0717,其他基本药物,6,Y,1.0464,其他基本药物,6,Y,1.028,其他基本药物,6,0.0437,4.25%
4756,清热解毒-胶囊剂-0.3g,胶囊剂,0.3g,江西银涛药业有限公司,0.296,其他基本药物,2,Y,0.296,其他基本药物,2,Y,0.296,其他基本药物,2,Y,0.296,其他基本药物,2,0,0.00%
4758,清热解毒-颗粒剂-每袋装9g 含糖型,颗粒剂,每袋装9g,吉林金宝药业股份有限公司,1.4233,其他基本药物,1,Y,1.4233,其他基本药物,1,Y,1.4233,其他基本药物,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
4762,清热消炎宁-胶囊剂-含九节茶浸膏0.32g,胶囊剂,含九节茶浸膏0.32g,广州白云山敬修堂药业股份有限公司,1.0321,其他基本药物,1,Y,1.0321,其他基本药物,1,Y,1.0321,其他基本药物,1,Y,1.0321,其他基本药物,1,0,0.00%
4763,清热消炎宁-胶囊剂-含九节茶浸膏0.5g,胶囊剂,含九节茶浸膏0.5g,广东五虎山药业有限公司,0.42,其他基本药物,3,Y,0.42,其他基本药物,3,Y,0.42,其他基本药物,3,Y,0.42,其他基本药物,3,0,0.00%
4764,清宣止咳-颗粒剂-每袋装10g,颗粒剂,每袋装10g,江苏苏中药业集团股份有限公司,2.9974,其他基本药物,1,Y,2.9974,其他基本药物,1,Y,2.9974,其他基本药物,1,Y,2.9974,其他基本药物,1,0,0.00%
4766,清浊祛毒-丸剂-每10丸重0.13g,丸剂,每10丸重0.13g,广西清之品制药有限责任公司,3.522,其他基本药物,2,Y,3.522,其他基本药物,2,Y,3.522,其他基本药物,2,Y,3.522,其他基本药物,2,0,0.00%
4767,秋水仙碱-片剂-0.5mg,片剂,0.5mg,西双版纳版纳药业有限责任公司,0.247,其他基本药物,11,Y,0.1635,其他基本药物,11,Y,0.139,其他基本药物,11,Y,0.139,其他基本药物,11,0.108,77.70%
4770,祛风止痛-片剂-无规格,片剂,无规格,宿州亿帆药业有限公司,0.5073,其他基本药物,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4771,祛风止痛-胶囊剂-每粒装0.3g,胶囊剂,每粒装0.3g,陕西步长制药有限公司,0.4971,其他基本药物,1,Y,0.4971,其他基本药物,1,Y,0.4971,其他基本药物,1,Y,0.4971,其他基本药物,1,0,0.00%
4772,曲安奈德益康唑(益康唑曲安奈德)-乳膏剂-15g:硝酸益康唑150mg;曲安奈德15mg,乳膏剂,15g:硝酸益康唑150mg;曲安奈德15mg,沈阳圣元药业有限公司,5.7,其他基本药物,8,Y,6.03,其他基本药物,8,Y,6.38,其他基本药物,7,Y,6.35,其他基本药物,7,-0.65,-10.24%
4773,"曲安奈德益康唑(益康唑曲安奈德)-乳膏剂-15g:硝酸益康唑150mg,醋酸曲安奈德16.5mg",乳膏剂,"15g:硝酸益康唑150mg,醋酸曲安奈德16.5mg",扬子江药业集团有限公司,10.04,其他基本药物,1,Y,10.04,其他基本药物,1,Y,10.04,其他基本药物,1,Y,10.04,其他基本药物,1,0,0.00%
4774,"曲克芦丁脑蛋白水解物-注射液-2ml:80mg曲克芦丁,1mg总氮(N)",注射液,"2ml:80mg曲克芦丁,1mg总氮(N)",吉林四环制药有限公司,46.77,其他基本药物,1,Y,46.77,其他基本药物,1,Y,46.77,其他基本药物,1,Y,46.77,其他基本药物,1,0,0.00%
4775,曲美他嗪-(盐酸盐)片剂-20mg,(盐酸盐)片剂,20mg,湖北四环制药有限公司,0.198,其他基本药物,13,Y,0.2,其他基本药物,13,Y,0.1929,其他基本药物,13,Y,0.2,其他基本药物,13,-0.002,-1.00%
4776,曲美他嗪-(盐酸盐)胶囊剂-20mg,(盐酸盐)胶囊剂,20mg,山西华元医药生物技术有限公司,0.9924,其他基本药物,2,Y,0.9924,其他基本药物,2,Y,0.9924,其他基本药物,2,Y,0.9824,其他基本药物,2,0.01,1.02%
4780,去氨加压素-片剂-0.1mg,片剂,0.1mg,海南中和药业股份有限公司,4.2319,其他基本药物,2,Y,4.2319,其他基本药物,2,Y,4.2319,其他基本药物,2,Y,4.2319,其他基本药物,2,0,0.00%
4782,去氨加压素-注射液-1ml:4μg,注射液,1ml:4μg,海南中和药业股份有限公司,18.4174,其他基本药物,2,Y,19.9234,其他基本药物,2,Y,18.4174,其他基本药物,2,Y,19.9234,其他基本药物,2,-1.506,-7.56%
4783,去氨加压素-注射液-1ml:15μg,注射液,1ml:15μg,深圳翰宇药业股份有限公司,54.8031,其他基本药物,2,Y,50.66,其他基本药物,2,Y,54.8031,其他基本药物,2,Y,50.66,其他基本药物,2,4.1431,8.18%
4786,去铁酮-片剂-0.5g,片剂,0.5g,上海荣恒医药有限公司,18.4494,其他基本药物,1,Y,18.4494,其他基本药物,1,Y,18.4494,其他基本药物,1,Y,18.4494,其他基本药物,1,0,0.00%
4788,热毒宁-注射液-每支装10ml,注射液,每支装10ml,江苏康缘药业股份有限公司,33.15,其他基本药物,1,Y,33.15,其他基本药物,1,Y,33.15,其他基本药物,1,Y,33.15,其他基本药物,1,0,0.00%
4791,人参再造-浓缩丸-0.375g/丸(或每4丸相当于原生药1.5g),浓缩丸,0.375g/丸(或每4丸相当于原生药1.5g),上海赛睿宿州药业有限公司,0.4347,其他基本药物,4,Y,0.4347,其他基本药物,4,Y,0.4535,其他基本药物,4,N,#N/A,#N/A,#N/A,#N/A,#N/A
4792,人参再造-浓缩丸-每10丸重1.5g,浓缩丸,每10丸重1.5g,云南腾药制药股份有限公司,0.4538,其他基本药物,1,Y,0.4538,其他基本药物,1,Y,0.4538,其他基本药物,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
4798,人血白蛋白-注射液-25ml:5g,注射液,25ml:5g,绿十字(中国)生物制品有限公司,209,其他基本药物,14,Y,205,其他基本药物,14,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
4801,人血白蛋白-注射液-5g,注射液,5g,深圳市卫光生物制品股份有限公司,198,其他基本药物,4,Y,212,其他基本药物,4,Y,218,其他基本药物,4,Y,218.45,其他基本药物,4,-20.45,-9.36%
4807,柔红霉素-注射用无菌粉末-20mg,注射用无菌粉末,20mg,海正辉瑞制药有限公司,25.18,其他基本药物,3,Y,25.18,其他基本药物,3,Y,25.18,其他基本药物,3,Y,25.954,其他基本药物,3,-0.774,-2.98%
4817,乳结康-水蜜丸-每袋装6g,水蜜丸,每袋装6g,国药集团德众（佛山）药业有限公司,4.0733,其他基本药物,1,Y,4.0733,其他基本药物,1,Y,4.0733,其他基本药物,1,Y,4.0733,其他基本药物,1,0,0.00%
4818,乳块消-颗粒剂-每袋装5g,颗粒剂,每袋装5g,北京亚东生物制药有限公司,5.8871,其他基本药物,1,Y,5.8871,其他基本药物,1,Y,5.8871,其他基本药物,1,Y,5.8871,其他基本药物,1,0,0.00%
4819,乳块消-颗粒剂-每袋装10g,颗粒剂,每袋装10g,北京亚东生物制药有限公司,3.028,其他基本药物,2,Y,3.028,其他基本药物,2,Y,3.028,其他基本药物,2,Y,3.028,其他基本药物,2,0,0.00%
4820,乳块消-胶囊剂-每粒装0.3g,胶囊剂,每粒装0.3g,安康正大制药有限公司,0.5058,其他基本药物,2,Y,0.5058,其他基本药物,2,Y,0.5058,其他基本药物,2,Y,0.5058,其他基本药物,2,0,0.00%
4822,乳癖散结-片剂-每片重0.53g,片剂,每片重0.53g,陕西白鹿制药股份有限公司,0.871,其他基本药物,1,Y,0.871,其他基本药物,1,Y,0.871,其他基本药物,1,Y,0.871,其他基本药物,1,0,0.00%
4824,乳癖消-颗粒剂-每袋装8g(相当于原药材6g),颗粒剂,每袋装8g(相当于原药材6g),哈尔滨泰华药业股份有限公司,2.9848,其他基本药物,2,Y,2.9848,其他基本药物,2,Y,2.9848,其他基本药物,2,Y,2.9848,其他基本药物,2,0,0.00%
4825,乳癖消-胶囊剂-每粒装0.32g,胶囊剂,每粒装0.32g,广东雷允上药业有限公司,0.2148,其他基本药物,3,Y,0.2148,其他基本药物,3,Y,0.2148,其他基本药物,3,Y,0.2148,其他基本药物,3,0,0.00%
4831,瑞格列奈-片剂-1.0mg,片剂,1.0mg,天津市康瑞药业有限公司,0.786,其他基本药物,3,Y,0.7888,其他基本药物,3,Y,0.7888,其他基本药物,3,Y,0.7688,其他基本药物,3,0.0172,2.24%
4833,瑞格列奈-分散片-0.5mg,分散片,0.5mg,江苏豪森药业集团有限公司,0.6267,其他基本药物,2,Y,0.6267,其他基本药物,2,Y,0.6267,其他基本药物,2,Y,0.6267,其他基本药物,2,0,0.00%
41955,瑞舒伐他汀-片剂-10mg,片剂,10mg,南京先声东元制药有限公司,2.85,第二层次,7,Y,2.21,第二层次,7,Y,2.21,第二层次,7,Y,2.2218,其他基本药物,7,0.6282,28.27%
4835,瑞舒伐他汀-片剂-20mg,片剂,20mg,浙江海正药业股份有限公司,6.15,其他基本药物,4,Y,6.2,其他基本药物,4,Y,6.28,其他基本药物,4,Y,6.8398,其他基本药物,2,-0.6898,-10.09%
4837,润燥止痒-胶囊剂-每粒装0.5g,胶囊剂,每粒装0.5g,国药集团同济堂（贵州）制药有限公司,0.7245,其他基本药物,2,Y,0.7245,其他基本药物,2,Y,0.7245,其他基本药物,2,Y,0.7245,其他基本药物,2,0,0.00%
4841,"噻托溴铵-粉吸入剂-18μg(按噻托铵计,相当于噻托溴铵一水合物22.5μg)",粉吸入剂,"18μg(按噻托铵计,相当于噻托溴铵一水合物22.5μg)",浙江仙琚制药股份有限公司,6.1,其他基本药物,12,Y,5.4,其他基本药物,12,Y,6.2,其他基本药物,12,Y,6,其他基本药物,10,0.1,1.67%
4848,三九胃泰-胶囊剂-每粒装0.5g,胶囊剂,每粒装0.5g,华润三九医药股份有限公司,1.03,其他基本药物,1,Y,1.03,其他基本药物,1,Y,1.03,其他基本药物,1,Y,1.03,其他基本药物,1,0,0.00%
4855,色甘酸钠-滴眼剂-8ml:0.16g,滴眼剂,8ml:0.16g,广东宏盈科技有限公司,2.9105,其他基本药物,7,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4860,伤科接骨-片剂-无,片剂,无,大连美罗中药厂有限公司,0.6101,其他基本药物,1,Y,0.6101,其他基本药物,1,Y,0.6101,其他基本药物,1,Y,0.6101,其他基本药物,1,0,0.00%
4863,少腹逐瘀-丸剂-每丸重9g,丸剂,每丸重9g,乌兰浩特中蒙制药有限公司,3.128,其他基本药物,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4866,少腹逐瘀-胶囊剂-0.45g/粒,胶囊剂,0.45g/粒,东阿澳东药业有限公司,0.7075,其他基本药物,3,Y,0.7075,其他基本药物,3,Y,0.7075,其他基本药物,3,Y,0.7075,其他基本药物,3,0,0.00%
4874,蛇胆川贝枇杷-煎膏剂-345g,煎膏剂,345g,广州白云山潘高寿药业股份有限公司,22.51,其他基本药物,2,Y,22.51,其他基本药物,2,Y,22.51,其他基本药物,2,Y,22.51,其他基本药物,2,0,0.00%
4879,蛇毒血凝酶-注射液-1ml:1单位,注射液,1ml:1单位,兆科药业(合肥)有限公司,31.9233,其他基本药物,1,Y,31.9233,其他基本药物,1,Y,31.9233,其他基本药物,1,Y,31.9233,其他基本药物,1,0,0.00%
4883,麝香跌打风湿-橡胶膏剂-6cm*10cm,橡胶膏剂,6cm*10cm,天津市博爱生物药业有限公司,0.763,其他基本药物,2,Y,0.7633,其他基本药物,2,Y,0.7623,其他基本药物,2,Y,0.7633,其他基本药物,2,-0.0003,-0.04%
4886,麝香通心-滴丸剂-薄膜衣滴丸每丸重35mg,滴丸剂,薄膜衣滴丸每丸重35mg,内蒙古康恩贝药业有限公司圣龙分公司,1.3595,其他基本药物,2,Y,1.3595,其他基本药物,2,Y,1.3595,其他基本药物,2,Y,1.3595,其他基本药物,2,0,0.00%
4887,麝香追风-橡胶膏剂-11.6cm×9.5cm,橡胶膏剂,11.6cm×9.5cm,广东湛江吉民药业股份有限公司,2.093,其他基本药物,3,Y,2.093,其他基本药物,3,Y,2.75,其他基本药物,3,Y,1.98,其他基本药物,3,0.113,5.71%
4889,肾石通-颗粒剂-15g,颗粒剂,15g,河北万岁药业有限公司,0.605,其他基本药物,18,Y,0.605,其他基本药物,18,Y,0.605,其他基本药物,18,Y,0.605,其他基本药物,17,0,0.00%
4890,肾石通-颗粒剂-4g 无糖型,颗粒剂,4g,杨凌生物医药科技股份有限公司,1.75,其他基本药物,7,Y,1.76,其他基本药物,7,Y,0.86,其他基本药物,7,Y,0.86,其他基本药物,7,0.89,103.49%
4892,肾炎康复-片剂-薄膜衣片每片重0.48g,片剂,薄膜衣片每片重0.48g,天津同仁堂集团股份有限公司,0.5223,其他基本药物,3,Y,0.5223,其他基本药物,3,Y,0.5223,其他基本药物,3,Y,0.5223,其他基本药物,3,0,0.00%
4899,生脉-胶囊剂-每粒装0.3g,胶囊剂,每粒装0.3g,正大青春宝药业有限公司,0.46,其他基本药物,2,Y,0.46,其他基本药物,2,Y,0.46,其他基本药物,2,Y,0.46,其他基本药物,2,0,0.00%
4902,生脉-注射液-每支装20ml,注射液,每支装20ml,四川川大华西药业股份有限公司,6.25,其他基本药物,6,Y,6.35,其他基本药物,6,Y,7.146,其他基本药物,6,Y,6.4,其他基本药物,6,-0.15,-2.34%
4903,生血宝-合剂(含口服液)-每瓶装100ml,合剂(含口服液),每瓶装100ml,清华德人西安幸福制药有限公司,56.8067,其他基本药物,1,Y,56.8067,其他基本药物,1,Y,56.8067,其他基本药物,1,Y,56.8067,其他基本药物,1,0,0.00%
4904,生血宝-颗粒剂-每袋装4g,颗粒剂,每袋装4g,湖南康寿制药有限公司,3.5961,其他基本药物,4,Y,3.5961,其他基本药物,4,Y,3.5961,其他基本药物,4,Y,3.5961,其他基本药物,4,0,0.00%
4906,湿毒清-胶囊剂-0.5g,胶囊剂,0.5g,广西玉林制药集团有限责任公司,0.3902,其他基本药物,1,Y,0.3902,其他基本药物,1,Y,0.3902,其他基本药物,1,Y,0.3902,其他基本药物,1,0,0.00%
4914,石杉碱甲-片剂-50μg,片剂,50μg,北京华素制药股份有限公司,0.644,其他基本药物,7,Y,0.6449,其他基本药物,7,Y,0.645,其他基本药物,7,Y,0.645,其他基本药物,7,-0.001,-0.16%
4915,石杉碱甲-胶囊剂-50μg,胶囊剂,50μg,上海复旦复华药业有限公司,0.7131,其他基本药物,2,Y,0.7131,其他基本药物,2,Y,0.7131,其他基本药物,2,Y,0.7131,其他基本药物,2,0,0.00%
4918,舒胆-胶囊剂-每粒装0.3g,胶囊剂,每粒装0.3g,广州白云山敬修堂药业股份有限公司,0.7408,其他基本药物,1,Y,0.7408,其他基本药物,1,Y,0.7408,其他基本药物,1,Y,0.7408,其他基本药物,1,0,0.00%
4919,舒胆-片剂-每片相当于原药材1.15g,片剂,每片相当于原药材1.15g,陕西汉王药业有限公司,0.451,其他基本药物,1,Y,0.451,其他基本药物,1,Y,0.451,其他基本药物,1,Y,0.451,其他基本药物,1,0,0.00%
4920,舒肝解郁-胶囊剂-每粒装0.36g,胶囊剂,每粒装0.36g,成都康弘药业集团股份有限公司,1.8234,其他基本药物,1,Y,1.8234,其他基本药物,1,Y,1.8234,其他基本药物,1,Y,1.8234,其他基本药物,1,0,0.00%
4922,舒血宁-注射液-2ml,注射液,2ml,山西太原药业有限公司,1.817,其他基本药物,5,Y,3.6279,其他基本药物,5,Y,3.6279,其他基本药物,5,Y,3.6279,其他基本药物,5,-1.8109,-49.92%
4923,舒血宁-注射液-5ml,注射液,5ml,石药银湖制药有限公司,3.48,其他基本药物,7,Y,3.48,其他基本药物,7,Y,3.48,其他基本药物,7,Y,3.36,其他基本药物,7,0.12,3.57%
